Id2,Total; Estimate; Total population,Male; Estimate; Total population,Female; Estimate; Total population,Male; Estimate; AGE - Under 5 years,Male; Estimate; AGE - 45 to 49 years,Male; Estimate; AGE - 50 to 54 years,Male; Estimate; AGE - 55 to 59 years,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Female; Estimate; AGE - Under 5 years,Female; Estimate; AGE - 45 to 49 years,Female; Estimate; AGE - 50 to 54 years,Female; Estimate; AGE - 55 to 59 years,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Male; Estimate; SUMMARY INDICATORS - Median age (years),Female; Estimate; SUMMARY INDICATORS - Median age (years),Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
95130,14413,7255,7158,6.3,6,8,7.8,15.6,40.9,15.2,6.3,8.5,8.7,5.9,15.9,35.9,18.8,37.1,39.5,160,1308,10799,40887
26431,5681,2788,2893,5.9,9.2,11,5,13.6,30.7,24.6,2.1,6.2,6.3,9.5,8.6,35.9,31.4,44.9,47.6,112,1154,9266,39515
92563,59463,29014,30449,8.6,6.9,6.3,4.8,15,46.9,11.5,8.4,6.9,5.7,5.1,16.4,42.7,14.7,31.6,33.5,772,7064,60987,273308
61956,2553,1232,1321,8.3,7.1,6.7,7.1,10.5,33.4,27.1,8.1,7.3,8.1,7.3,7.4,31.1,30.7,42.6,47.5,42,279,2141,9650
60712,12666,6074,6592,4.8,5.9,8.2,6.1,14.5,30.4,30.2,3.4,7.1,6.9,9,11.7,31.1,30.7,45.3,47.6,651,9853,85653,380719
57043,1362,681,681,4.8,5.6,6.5,8.8,15.6,25.8,32.9,5.3,7.5,7.6,8.5,7.2,26,37.9,49,53.1,45,403,3863,18331
13033,3792,1902,1890,7.4,9.7,9.1,7.8,15.2,30.9,19.9,5.3,9.2,6.3,7.1,17.6,35.3,19.3,43.4,37.9,64,274,1445,6695
62480,432,233,199,2.6,4.7,15.9,5.2,4.3,27.5,39.9,5,9.5,4.5,12.6,8.5,27.1,32.7,51.7,49.9,7,26,144,687
4969,1387,771,616,5.8,10.6,6,12.1,17.8,32.7,15,6.3,8.1,8.4,9.1,8.9,34.7,24.4,40.4,44,23,96,643,2966
72029,1711,810,901,7.8,5.1,4.9,7,11.2,39,24.9,9.7,3.8,7.7,8.8,5.5,31.9,32.7,38.4,49.3,43,321,2800,10973
3102,31433,15340,16093,5.5,7.3,6.1,6.3,9.5,48.2,17.2,4.8,6.2,5.5,5,9.5,46.8,22.2,34.4,35.2,420,8916,90644,408880
54208,6297,3206,3091,5.9,7.6,9,7.3,16.7,33.8,19.6,4.8,6.8,8,10.1,13.2,36.5,20.5,41.4,41.6,146,1593,14758,68089
72143,36782,18126,18656,8.3,4.8,5.6,5.9,14.1,44,17.2,6.4,3.8,6.4,5.6,10.7,44.8,22.3,29.8,32.6,964,18279,146246,603549
5757,812,414,398,2.9,8.7,10.4,9.7,13,28.5,26.8,7,17.6,9,9,6.5,22.6,28.1,49.3,49.1,18,72,351,2032
68419,284,138,146,4.3,10.1,5.8,5.8,9.4,47.8,16.7,7.5,2.7,6.2,17.1,21.9,28.8,15.8,41.3,33.5,4,17,128,506
62277,1501,782,719,4.7,7.3,14.6,5.5,19.4,34.8,13.7,8.5,6.4,6.3,10.6,10,38,20.3,35.7,37.4,15,75,315,1649
74330,3384,1552,1832,6.2,4.4,7.1,6.8,15.3,38.7,21.6,10.9,5.6,4.6,3.2,18.8,35.1,21.9,38.4,30.4,34,487,5037,26990
38676,6458,2865,3593,9.8,5.3,7.3,4.7,19.8,36.8,16.4,8.5,7.5,5.8,5,13.7,37.7,21.7,30.6,36.8,127,1091,7016,28609
31027,9999,4660,5339,5.6,7.6,5.9,6.7,18.7,38.6,16.8,7.5,5,7.8,5.6,12.3,40.3,21.4,37.2,37.2,114,952,6526,28649
53559,6017,3072,2945,6.8,8,9,9.5,17.1,32.3,17.3,6,9.8,6.5,7.4,16.6,37.5,16.3,40.7,40,87,500,4626,19313
16040,879,437,442,2.7,11.7,4.6,6.9,12.8,35,26.3,3.8,9.7,8.8,4.5,10.4,34.6,28.1,43.2,45.6,7,11,99,434
82201,6406,3263,3143,8,7.9,5.8,7.9,12,29.7,28.7,5.4,6.4,6.5,10.8,9.8,29.8,31.3,45.1,49,210,1989,22222,94272
76023,5392,2581,2811,3.6,4.2,12,3.2,16.5,35.8,24.7,4.5,6.7,13.8,6,8.9,34,26.1,40.7,46.7,126,1422,16958,64362
22821,5937,3017,2920,5.4,10.3,8.8,6,16.7,36,16.7,3.5,5.9,7.8,6.4,15.3,39,22.1,37.9,40.2,132,2182,16186,71686
16680,432,240,192,1.3,5.4,22.5,7.1,10.8,25.4,27.5,4.2,7.8,16.1,6.8,9.4,17.7,38,50.9,53.5,6,29,105,420
51654,502,250,252,4.4,8,10.4,10.4,12.4,22.4,32,1.2,2.8,8.7,17.5,9.9,29.4,30.6,52.3,52,5,5,68,199
39661,2814,1369,1445,7,11.8,8.3,11.7,14,30.2,17.1,6.7,2.6,8,5.4,13.4,35.5,28.4,43.7,43.8,20,90,799,2873
35180,14444,7160,7284,6.3,7.9,7.6,9,12.6,37.8,18.8,4.3,5.2,7,8.2,15.9,38.1,21.2,40.8,38.8,186,1754,13156,58682
8731,20092,10219,9873,5.9,7.7,7.5,6.8,13.2,36.5,22.4,4.7,9.4,9,7.2,9.2,35.8,24.7,41.7,45.1,433,3821,47815,183804
23336,2930,1453,1477,7.7,5.2,6.1,9,11.4,21.8,38.7,4,11,8.1,10.1,5.6,21.7,39.7,54.1,54.9,147,722,3015,18343
91602,18304,8750,9554,6.3,9.8,7,6.4,7.5,46.9,16.1,5.1,11.2,5.3,7.5,6.1,49.9,14.8,39.9,38.3,794,5591,78087,378881
75975,3658,1790,1868,6.4,11.4,7.4,5.6,11.4,34.1,23.7,7.5,5.3,10.8,5.6,13.2,33.8,23.8,42.8,42.3,46,522,4854,20334
54413,97,48,49,0,8.3,10.4,4.2,6.3,39.6,31.3,0,12.2,2,8.2,18.4,22.4,36.7,46,48.8,3,55,509,2315
62823,1731,838,893,2.6,6.8,6.2,7.2,11,32.7,33.5,2.4,5.3,6,11.3,10.6,28.9,35.5,48.6,53.2,29,130,840,3603
55052,1883,989,894,3.3,6.8,10.3,9.2,10.5,34.4,25.5,3.5,5.9,12.5,9.3,15.2,30.8,22.8,46.9,45.5,28,156,928,5436
12008,606,318,288,9.7,4.1,3.5,14.5,6,52.8,9.4,5.9,7.6,0,9.7,16.3,39.6,20.8,36.4,40.3,13,59,599,1820
55967,959,494,465,6.3,5.1,9.1,6.1,13.2,40.9,19.4,5.6,6.5,9.7,7.1,13.8,35.1,22.4,38.7,41.5,14,46,340,1534
85756,38157,21565,16592,6.6,6.8,6.3,5,13.2,49.9,12.3,8.2,5.6,5.4,4.1,17.1,42.1,17.6,34.1,31.8,179,5388,44945,185152
14035,33,17,16,35.3,0,35.3,0,0,0,29.4,0,0,0,0,0,37.5,62.5,52.4,67.3,3,3,21,96
50160,463,228,235,7.9,6.1,7.9,8.8,16.7,43.4,9.2,5.5,14.5,8.9,3.4,15.7,34,17.9,32.3,39.5,7,41,231,1125
71023,3185,1421,1764,5.5,4.2,3.9,9.1,18.6,33.4,25.4,13.5,5,3.5,5.8,17.1,31,24.2,38,35.2,20,82,731,2955
43767,1296,617,679,1.6,9.1,6.2,7.1,10,37.1,28.8,4.9,4.9,5.9,14.4,16.8,30.5,22.7,45.3,44.1,25,209,2047,9017
84525,1244,578,666,10.4,2.2,5.7,7.1,20.9,31.8,21.8,11.1,3.6,10.8,4.7,17.6,33.6,18.6,29.4,30,30,323,1955,9718
19352,10653,5471,5182,4.5,8.8,7.1,6.2,18.3,44.1,10.9,3.1,9.7,8,5.5,14.2,49.1,10.5,28.3,30.5,97,393,2890,12298
32713,19707,10080,9627,6.1,5.7,8.6,7.9,11.2,30.4,30,3,6.9,7.9,11.6,8.8,28.3,33.4,47.4,51.3,407,3041,24730,107052
74733,3009,1497,1512,7.7,5.5,5.3,6.3,16.6,33.9,24.5,4.6,7.1,5.8,7.3,9.5,35.1,30.6,35.8,45.8,17,191,1289,5564
33001,198,112,86,0,2.7,0,8,4.5,31.3,53.6,0,0,3.5,7,0,14,75.6,64.8,70.4,11,60,399,1852
92127,43033,20390,22643,8.8,8.9,8.2,4.5,17.5,40.7,11.4,8.3,8.6,7.5,4,17.8,38.1,15.8,36.5,36.7,1089,25715,594511,2104318
39056,26218,12457,13761,7.4,6.8,6.3,6.2,15.2,40.2,17.9,5.6,7.2,7.7,6.1,12.3,39.7,21.4,34.5,37.2,530,5884,42253,170581
28901,5462,2706,2756,7,5.7,9.4,10.3,11.5,30.5,25.6,6.9,2.8,5.8,7.1,13.4,34.8,29.3,45.5,41.6,125,1311,7651,32454
75847,1819,820,999,2.9,11.1,2.7,5.4,26.1,25.6,26.2,5.2,1.9,6.3,6.1,15,34.8,30.6,41.3,39.8,13,65,518,2008
94801,30462,15240,15222,8.6,6,6,3.7,19.8,43.8,12.1,9,6.4,4.6,6,16.7,42.8,14.5,30.1,31.2,389,8425,153456,638842
50672,444,245,199,2,6.5,15.1,15.5,7.8,30.2,22.9,7.5,3,11.1,7.5,3.5,29.6,37.7,51.5,54.1,20,96,1172,5058
35078,2106,934,1172,4.2,5.9,8,6.7,16.7,35.3,23.1,8.6,8.1,9.8,9.1,12.5,28.8,23,40.2,45.3,37,216,1821,6984
66071,12029,5839,6190,3.8,8.3,7.9,10.3,16.8,31.2,21.6,6.5,6.8,8.4,7.5,12.3,33.2,25.3,43.1,44.1,318,3546,28006,120321
51350,622,362,260,5.2,10.5,2.5,3.6,32,32.6,13.5,1.9,7.3,3.8,4.2,18.5,43.8,20.4,31.4,41.3,6,64,572,2478
40363,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,54,93,822
93201,1317,681,636,11.6,10.4,7,5,17.9,37.4,10.6,11.6,6.1,5.5,4.4,30.5,37.1,4.7,26.9,23.1,4,29,245,890
46321,23250,11388,11862,3.1,6.4,8.3,7.2,17.6,33.6,23.9,4.6,7.7,8.9,7.4,10.6,31.8,29,41.7,46.3,709,14878,167343,725027
61516,655,361,294,12.2,7.5,4.4,5.5,10,42.7,17.7,7.1,13.9,2,7.5,8.5,30.6,30.3,31.6,47,13,53,339,1409
68413,631,307,324,7.2,3.3,17.6,4.6,21.5,26.1,19.9,5.6,12.3,11.7,4.6,9.3,37,19.4,40.4,43.2,12,83,669,2923
30633,8792,4449,4343,6.5,6.3,9.2,7.9,13.6,36.8,19.7,2.9,7,8.5,6.4,12.1,42.6,20.6,38.8,40.1,106,495,3029,14228
63122,38799,17708,21091,7.5,6.5,7.1,8.3,14.4,33,23.3,7.6,5.9,7.5,7.7,12.2,31.2,27.8,41.6,44.1,1312,16750,151179,652187
54403,24806,12729,12077,5.9,7.1,9.3,6.2,12,38.3,21.2,4.4,6.9,8,7.2,13.8,32.3,27.4,39.9,44.4,580,7459,71660,295631
18417,1000,512,488,2.5,5.5,7.8,6.4,7.8,28.9,41,9.8,2.3,4.7,7.8,7,22.1,46.3,53.9,56.9,22,80,717,3486
11424,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,26,230,890
47016,919,484,435,4.5,9.5,3.3,17.1,10.5,31.4,23.6,9.2,16.3,10.3,14.9,10.8,17.7,20.7,48.1,49.4,10,29,144,797
1085,41509,20251,21258,6,6.1,7,6.5,12.1,42.3,20,5.8,6.5,7.6,7.6,9.5,40,22.8,36.8,40.3,865,13404,129392,563667
53035,2515,1237,1278,6.2,8.2,7.4,7.7,10.9,41.3,18.3,7.9,9.5,9.4,6.4,12.9,35.5,18.3,40.2,39.4,37,586,4130,17428
8550,19282,9497,9785,4.4,9.9,10.5,7.7,16.1,31.1,20.3,5.2,9.7,9.1,7.4,13.8,32.6,22.2,43.9,44.2,465,3818,37722,173907
75479,1707,819,888,4.4,6.3,5,9.5,13.7,32.1,28.9,3.5,6.8,3.7,6.2,8.2,36.4,35.2,43.9,47.2,9,122,1030,4755
7050,30084,13150,16934,8.1,4.8,8,5.9,14.9,44.9,13.4,7.3,5.6,7.2,6.1,12.8,41.6,19.5,32,36.3,499,3884,29594,131012
66092,4238,2078,2160,8.2,8.6,10.3,6.2,17.3,31.8,17.6,6.7,6.4,8.7,7.8,18.9,35.6,16,37.9,31.8,68,452,3319,14504
97707,6375,3514,2861,3.8,4.7,8.9,8.6,10.6,35.9,27.4,3.1,8.1,6.2,4.6,6.3,37.9,33.9,44.2,47.5,187,1672,10353,48826
92508,38443,18912,19531,5.8,6.9,8.7,6.6,16.4,45.4,10.2,6.1,8.8,10.5,5.8,13.2,42.3,13.3,32,36.7,465,4833,33091,142366
76930,139,62,77,0,21,19.4,16.1,0,30.6,12.9,5.2,18.2,18.2,0,9.1,6.5,42.9,49.9,50.6,12,96,1259,4342
55119,41447,20360,21087,8.4,6.7,7.4,6.1,14.4,43.6,13.4,8.3,6.7,6.7,7,14.4,41.1,15.7,32.7,33.4,447,4767,47552,202192
28789,5013,2541,2472,6.4,6,8.7,5.5,14.1,33.6,25.7,7.7,5.5,14,5.5,7.9,26.9,32.3,37.2,51,76,577,3249,14683
83632,257,112,145,8.9,5.4,14.3,5.4,0,17.9,48.2,6.9,6.9,26.9,2.1,11,18.6,27.6,58.7,50.7,4,6,21,120
38916,5282,2483,2799,6.3,8.3,6,8.7,17,33.1,20.5,6,6.6,7,6.6,14.4,35.7,23.7,40.1,41.8,106,962,6292,27658
67010,13389,6217,7172,6.1,5,6.7,10.9,15.3,36.4,19.6,5.5,5.5,6.4,8.3,16.1,36.7,21.5,39.6,37.1,274,2403,18806,81322
53597,17792,8897,8895,6,7.9,7,7.4,19.6,33.4,18.7,5.6,8.2,8.3,8.3,13.8,35,20.8,40.3,42.5,439,5506,56738,272839
53526,657,330,327,6.1,9.7,9.7,3,13.3,41.8,16.4,10.1,8.9,6.7,6.1,12.2,37.9,18,36,38.8,15,137,1333,6917
44830,18905,9355,9550,7.1,6.9,8,7.3,16.2,35.4,19.1,5.2,7.4,6.5,6.6,12.8,35,26.5,38.7,42.5,330,4547,43551,180890
63673,2139,1148,991,3,7.7,8.2,6.6,11.7,41,21.8,3.3,12.7,6.5,10.7,12.5,30.3,24,42.1,46.9,28,111,536,2426
54448,4115,2065,2050,4.6,7.4,8.7,9.5,14.6,30.1,25.1,5.7,7.9,11.6,8.2,11.3,31.2,24.1,45.4,46.6,105,2340,21692,89462
48069,2555,1309,1246,4.3,13.1,7,7,12.4,35.4,20.8,6.3,5.9,14.9,8.9,8.3,31,24.6,44.1,49.3,58,304,3020,14172
98377,1927,1052,875,3.3,8.7,2.2,10.2,10.6,31.7,33.3,1.3,10.1,10.9,4.5,4.7,34.9,33.8,49.1,49.8,39,335,4510,14813
77995,8892,4360,4532,7.4,6.8,8.1,6.2,13.4,35,23.1,8.1,5.4,6.8,7.3,13.7,32.1,26.6,39.6,38.7,215,2652,22868,95242
38545,1296,644,652,6.4,6.8,5.6,9,9.6,38,24.5,2.9,2.1,5.5,10.3,14.1,40.3,24.7,42.8,41,12,51,277,1283
28518,8562,4283,4279,7,5.9,6.6,7,17.2,37.9,18.5,5.4,4.8,4.7,9.8,19.1,36.4,19.9,35.3,37.4,115,1250,8385,36740
12918,2145,1032,1113,14.3,17.5,6,4.7,11.2,29.3,17,6,6.9,11.2,4.1,7.3,38.5,25.9,35.7,43.7,16,54,388,1748
61072,11668,5554,6114,3.2,10.6,6.3,7.5,11.7,36.6,24.2,6.6,6.3,7.9,7.9,15,34.5,21.7,43.4,41.1,143,1836,18963,98128
32084,33118,15751,17367,6.9,5.6,6.8,7.9,7.9,45,19.9,4.9,7.8,7.1,6.7,8.5,42.7,22.2,36.4,40.2,1209,14494,93090,410592
83842,198,84,114,0,3.6,11.9,7.1,17.9,32.1,27.4,0,7,10.5,1.8,25.4,34.2,21.1,43,36.7,5,29,361,1789
65035,2027,966,1061,3.1,11.9,11.5,7.9,14.1,35.4,16.1,6.8,10.7,7,1.7,17.2,36.3,20.3,41.9,38.5,26,857,5700,30176
97330,41572,21123,20449,5.4,4.1,4.6,6,7,54.1,18.8,3.5,5.1,5.7,7.3,8.4,48.2,21.7,28.5,33.9,1086,15915,177096,728352
95955,1399,618,781,7,5.7,6.1,9.1,12.9,39,20.2,16.9,5.8,7.9,6,12.3,29.7,21.4,37.8,34,23,107,1290,6599
1012,539,268,271,3,0.7,25.7,9,6,35.1,20.5,1.5,5.9,19.6,14.4,9.6,26.2,22.9,50.7,51.5,11,45,252,1112
4616,794,426,368,2.6,2.8,4.7,12,3.5,33.1,41.3,3.3,8.4,6,15.8,4.3,13.9,48.4,55.5,59.1,35,184,1521,7003
38362,1175,552,623,7.2,0,6.3,6.7,27.7,37.9,14.1,15.4,0,2.9,3,22.3,44.8,11.6,33.5,31,10,62,292,1740
26261,2713,1257,1456,10.3,3.8,7.4,5.7,10.7,25.3,36.8,9.8,9.1,2.7,9.8,6.7,27.3,34.5,50,48.5,41,404,2541,10617
83420,2213,1140,1073,6,6.4,11.7,5.9,17.8,21.8,30.5,4.6,3.9,6.2,5.5,14.4,30.8,34.5,49.1,45.2,80,460,2592,12915
63537,1767,892,875,3.6,3.4,10.4,7,15.4,37.6,22.8,4.3,7.9,8.3,7.1,13.5,26.4,32.5,40.4,49.4,64,375,2014,9090
54498,2411,1216,1195,9.5,5.4,6.5,7.3,17.7,34.9,18.8,7.9,5,6.4,6,20.2,33.2,21.2,35.3,34.9,38,279,2412,9611
14617,22842,10902,11940,6.5,8,8,6.2,13.2,34.4,23.8,4.5,7.7,6.6,7.6,11.4,33.4,28.8,41.7,46,305,2775,20571,87015
78580,15095,8495,6600,5.3,6,4.9,4.1,12.6,54.3,12.9,8.3,4,5.3,5.6,16.7,39.1,21,30.7,32.9,149,2194,13082,54592
80729,467,237,230,0.4,0,8,11,7.6,31.6,41.4,4.8,8.3,7.4,3.9,14.3,20,41.3,55.6,52.3,10,74,782,3399
72675,1312,708,604,2.7,1.6,7.1,13.1,2.1,31.6,41.8,5.1,6.3,8.4,19,3,21.2,36.9,57.5,56.8,12,99,282,2006
53919,2667,1390,1277,4.2,10.1,7,8.2,12.6,38.3,19.6,7.2,7,7.8,7.3,13.5,35.7,21.6,40.8,40.3,42,316,2129,10585
61871,229,106,123,2.8,4.7,9.4,7.5,17.9,26.4,31.1,7.3,8.9,4.9,11.4,14.6,25.2,27.6,47.5,46.4,14,95,669,2856
1515,2198,1097,1101,4.1,9.1,9.6,9.8,12.1,31.9,23.3,6.4,5.3,7.7,7.5,8.1,41.2,23.7,47.1,42.6,44,432,2775,13346
78104,140,83,57,18.1,0,0,9.6,7.2,42.2,22.9,43.9,0,5.3,21.1,0,24.6,5.3,27.5,23.4,22,224,1949,7283
12094,2656,1310,1346,11.3,6.3,10.2,7.4,17.9,36.6,10.4,9.7,3.6,13.7,3,20.9,35.4,13.7,35,35.2,21,63,339,1499
81507,15997,8124,7873,6.2,4.9,6.6,8,15.1,28.6,30.6,4,6.3,8,8.6,13.5,27.4,32.2,45.2,49.2,195,777,5225,25539
25818,278,95,183,0,0,0,13.7,12.6,46.3,27.4,0,0,7.7,26.8,0,37.2,28.4,34.3,57.3,24,117,634,3314
10604,11808,5879,5929,5.7,7,8.4,6,10.4,41.9,20.6,2.9,7.6,8.5,7.5,15.7,31.9,25.8,38.1,43.9,620,10697,381813,1217647
5648,331,177,154,6.8,4.5,15.8,6.2,9,26,31.6,2.6,7.1,13,13,8.4,29.2,26.6,50.7,50.7,6,28,160,764
62992,713,352,361,12.5,7.7,7.4,4.5,2.8,29.8,35.2,1.7,4.7,2.5,16.9,5,29.4,39.9,49.4,55.8,21,152,1006,2888
92211,24558,11824,12734,2.7,4.7,4.6,7.2,7.3,20.4,53.1,2.5,4,4.9,5.1,6.5,17.9,59.1,62.2,64.9,860,11226,88725,365854
33952,30025,14524,15501,3.4,6.6,8.1,4.6,9.5,34.3,33.4,3.9,6.5,8.4,7.3,9.1,26,38.9,47.2,52.7,658,7253,70540,306497
50108,418,218,200,6,5.5,11,4.6,8.3,27.5,37.2,4,3.5,13,5.5,12.5,19.5,42,50.7,52.3,3,6,13,50
65101,30558,16509,14049,5.6,7.3,7.2,7.7,12.9,45.5,13.8,6.4,6.3,6.5,7.7,13.8,41.6,17.6,35.8,35.3,865,14671,138435,578601
94102,28926,16672,12254,2,9.9,8.5,7.5,2.8,48.8,20.6,4.7,7.2,7.1,4.1,3.2,48.5,25.2,42.7,40,1777,33679,394401,1660142
30296,27029,12331,14698,7.9,6.3,7.1,5.7,15.5,44.1,13.5,5,8.5,6.1,8.2,14.7,41.4,16.1,31.9,36.7,112,517,2576,11186
82838,415,201,214,0,0,4.5,25.9,8,51.7,10,6.5,0,4.2,24.3,21,38.8,5.1,39.1,35.4,9,36,202,1240
66755,1148,555,593,9.7,6.3,10.8,6.3,11.2,29.2,26.5,4.7,8.6,6.2,4.4,12.3,29.2,34.6,44.8,47.8,29,132,688,3051
19706,2050,1021,1029,7.1,6.4,8.6,8.3,11.9,39.5,18.2,8.6,6.2,6.7,8.6,8.5,40,21.3,36.9,40.3,43,965,24751,91362
35618,1887,770,1117,9.7,3.9,6.6,8.3,14.5,31.3,25.6,3.2,11.4,8.4,8.9,12.1,32,24.1,37.9,47.9,29,233,1477,6915
83686,46574,22588,23986,6.6,7.6,8.5,3.8,16.4,41.1,15.9,6.2,7.2,6,4.1,16.7,39.9,19.8,33.7,35.4,674,6665,46064,205145
7826,6213,3002,3211,5.3,11.5,7.9,6.1,10,29.9,29.3,5.4,10.2,11.9,7.5,10.1,28.3,26.5,47.7,48.2,150,846,7874,38261
72762,36261,17987,18274,5.8,7.6,6.6,5.3,15.3,43.6,15.7,7.6,5.8,6.6,6.4,16.3,37.7,19.5,34.4,36.4,816,12184,136197,606305
49125,1785,805,980,5.2,3.4,10.2,8.6,4.8,31.9,35.9,3.3,13.4,5.3,9.5,2.1,29.6,36.8,50.9,51.3,61,557,3643,17659
12130,988,458,530,0,16.6,10.3,11.8,7.4,23.6,30.3,8.1,16.2,9.2,5.5,15.3,31.3,14.3,54.2,44.3,10,61,601,3035
63143,9677,4657,5020,4.9,7,9.2,8,8.4,48.5,13.9,3.8,4.7,8.4,8.5,10.1,48.5,16,36.3,35.3,457,7623,86298,359951
74127,16570,8169,8401,7.7,5.5,7.5,7.7,12.5,40.7,18.4,7.2,7.3,7.6,7.9,11.7,36,22.2,36,40.8,191,4125,42063,166142
20601,25028,12190,12838,5.4,7.4,10.6,6.4,13.9,44.9,11.4,6.2,10,8.9,6.9,13.6,40.6,13.8,34.9,38.3,552,7199,56799,242699
97444,5251,2705,2546,5.8,4.1,5.5,11.1,13.6,28.7,31.1,7,5.3,5.7,9.8,6.7,26.6,38.9,46.9,52.8,183,1246,9264,40070
15077,164,74,90,0,9.5,14.9,8.1,8.1,41.9,17.6,2.2,5.6,0,14.4,13.3,45.6,18.9,45,39.8,12,1797,44092,156387
99128,333,192,141,4.2,9.9,5.7,5.2,35.9,15.6,23.4,2.8,5.7,11.3,12.1,19.1,20.6,28.4,35.5,50.3,6,24,169,769
67637,2720,1342,1378,7.6,5.7,6.3,7.7,14.8,31.7,26.3,5.9,7.1,7.3,6.9,15.7,32.3,24.8,40.3,39.3,74,554,3574,14262
70757,3204,1476,1728,1.4,4.6,6,8,14.8,41.7,23.5,9.9,4.6,8.3,9.1,9.1,36.5,22.5,39.6,38.6,26,162,1572,6472
86029,280,162,118,0,0,14.8,32.7,0,22.2,30.2,0,0,36.4,33.1,0,14.4,16.1,57.2,55,4,39,98,402
39216,3037,1468,1569,11.4,5.4,10.8,3.2,8.5,29.6,31.1,2.5,5.5,8.4,5.2,11,34,33.4,47.4,49.3,477,20818,292596,1241832
13167,3096,1565,1531,6.6,10,7.1,4.7,12.8,39.6,19.2,4.4,10.2,6.4,7.3,12.6,43.4,15.7,41,41.3,53,195,1499,6661
45883,4044,2139,1905,8.9,7.1,5.6,6.4,21.1,38.7,12.2,5.9,6.4,7.6,5.5,20,37.6,17.1,29.3,35,84,1829,16577,79168
19944,641,266,375,0,0,2.6,6.4,0.8,20.7,69.5,0.8,5.6,3.5,12.5,1.1,11.2,65.3,67.5,65.1,82,477,2027,14846
75966,4602,2528,2074,5.4,7.6,5.5,3.2,18.6,39.9,19.7,8,11.3,4,3.5,9.6,37.2,26.3,33.8,43.9,78,835,4272,17631
77625,8266,4427,3839,6.6,6.2,9.9,6,17.3,35.9,18.1,6.1,6.7,9.2,7.3,10.2,36.5,24,37.2,43.2,111,1039,9008,38987
50219,13938,6825,7113,4.8,5.8,6.3,6.1,16.7,41.3,18.9,7.2,4.4,7.1,5.4,14.1,38.3,23.6,34.3,34.6,484,11846,120190,506585
52172,5607,2859,2748,6.9,6.6,6.3,9.4,13.6,30.9,26.3,5,5.9,7.4,11.6,10.2,30.2,29.7,44.1,47.9,215,2083,14283,62868
48206,18424,8549,9875,7.5,5.5,7.6,8.6,11.5,42.1,17.1,7.1,4.5,8.1,7.3,12,38.5,22.5,35.7,38.7,91,1413,8261,35548
40769,17160,8340,8820,6.7,7.6,7.1,5.6,9.6,43.5,19.8,5.1,6.8,7,6.6,12.2,42,20.3,34.9,36.9,211,4678,26597,112529
64421,661,299,362,4,2.7,9.4,11.4,11.7,34.1,26.8,3.9,6.6,3,13,15.5,42,16,45.3,42.9,11,21,110,444
90712,32451,15624,16827,5.4,7.7,7.8,7.2,13.4,41.6,17,5.2,8,7.6,8.6,13.3,38.4,19,37,40.5,646,10266,82952,338348
55939,2028,1005,1023,8.3,5.6,4.9,10.8,13.7,29.7,27.1,8.8,4.9,7.3,7.3,13.8,27.3,30.6,42.4,45.1,66,501,3842,19638
97112,2193,1131,1062,10.1,1.7,1.9,5.1,19.5,31.9,29.8,4.2,4.1,5.6,10,14.4,30.9,30.8,40.1,45.2,39,175,1150,5224
97836,2000,994,1006,9.7,3.7,7.9,7.5,15.3,30.1,25.8,4.2,6.8,5.2,8.5,5.8,38.6,31,41.6,46.5,60,541,4879,20369
60031,37800,18558,19242,4.8,7.6,9.8,7,16.1,40.3,14.4,4.7,9.2,10.4,7.3,15,37.2,16.2,37,40.2,1333,21746,182285,761421
6763,2006,960,1046,3,10.8,8,11.9,8.8,32.4,25.1,3.7,9.6,12,12.9,14.9,23.7,23.2,47.5,49.3,43,212,1475,7899
62341,3535,1644,1891,3.5,7.2,10.5,4.7,14.4,32,27.6,3.1,4.9,10.4,6.6,14.3,31.1,29.7,45.1,47.1,61,503,3673,16690
74932,2500,1231,1269,4.7,6.8,7.1,6.2,13.4,43.4,18.4,9.6,6.3,6,7.2,18.1,34.2,18.5,36.3,35.3,28,286,3733,13943
40229,36788,18473,18315,6.8,7.6,6.2,6.6,15.9,42.3,14.6,7.7,6.7,7.4,7.1,12.3,39.5,19.4,35,37.6,387,10618,111050,455173
10307,15098,7091,8007,4.7,8.9,10.5,5.4,14.8,40.2,15.4,5.9,8.5,8.2,5.6,15.9,38.6,17.3,39.5,37.4,281,1906,13978,63253
54893,3645,1844,1801,5.3,5.2,7.2,8.6,11.3,27.8,34.6,3.2,5.7,8.9,6.9,11,26.5,37.6,50.2,51.6,90,545,4148,20958
56437,1458,757,701,11.2,4.8,6.7,5.2,14.7,40.4,17,5.6,6.7,8,5.1,16.5,36.1,22,32.9,37.5,26,187,1031,4624
